name,occurrences,essays
"Blanqui Louis Auguste","1","La sfida al labirinto;Giovanni Macchia, Le rovine di Parigi;"
"Blasetti Alessandro","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Bloy LeÃÅon","1","Roberto Calasso, La rovina di Kasch;"
"Blumenberg Hans","1","Tre correnti del romanzo italiano d'oggi;5. Molteplicità;"
"Bo Carlo","6","La sfida al labirinto;L'esattezza e il caso (per Tommaso Landolfi);Un'amara serenità;Lettera a Pratolini sul Metello;Filosofia e letteratura;Quattro domande sul cinema italiano;II romanzo come spettacolo;Palomar nel Massachusetts;Colloquio con Carlo Bo;"
"Bobbio Norberto","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Ricordo di Franco Antonicelli;"
"Boccaccio Giovanni","17","Natura e storia nel romanzo;I livelli della realtà in letteratura;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;2. Rapidità;Appendice: Cominciare e finire;L'antitesi operaia;Bachtin;Vittorini: progettazione e letteratura;Castelli di delizie e castelli del terrore;I cavalieri del Graal;Amica ironia di Guido Almansi;Il libro, i libri;"
"Boccanegra Guglielmo","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Il terzo lato è il mare (Genova, Piazza Caricamento);"
"Boccasile Gino","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Freud e il marxismo, Cupido attraverso i tempi, Hollywood puritana;"
"Bocelli Arnaldo","1","II romanzo come spettacolo;Palomar nel Massachusetts;"
"Bodoni Giovanni Battista","1","Natura e storia nel romanzo;La città scritta: epigrafi e graffiti;"
"Boiardo Matteo Maria","8","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Ariosto: la struttura dell'Orlando Furioso;Pavese: essere e fare;Vittorini: progettazione e letteratura;Castelli di delizie e castelli del terrore;11 fantastico nella letteratura italiana;Libri di cavalleria: Tírant lo Blanc;"
"Boileau Nicolas","2","La filosofia di Raymond Queneau;L'antilingua;I racconti di Mamma l'Oca di Charles Perrault;"
"Boine Giovanni","2","Ricordo di Emilio Cecchi;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Liguria;"
"Boito Arrigo","2","Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;Un'antologia di racconti «neri»;"
"Boito Camilla","3","Filosofia e letteratura;Glí amori difficili dei romanzi coi film;"
"Bolis Luciano","1","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;"
"Bolivar Sim6n","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Album di francobolli;"
"Boli Heinrich","1","Filosofia e letteratura;Charlot e i finti tonti;"
"Bollati Giulio","3","La sfida al labirinto;Primo Levi, La ricerca delle radici;L'italiano, una lingua tra le altre lingue;Mancata fortuna del romanzo italiano;L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Bompiani Valentino","1","Natura;"
"Bonalumi Louis","1","La sfida al labirinto;La Meditazione milanese;"
"Bonaparte Gerolamo","1","L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Bonaparte Napoleone","6","Natura e storia nel romanzo;Un romanzo dentro un quadro;Lev Tolstoj, Due ussari;L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;Definizioni di territori: il comico;Una mostra di William Turner;Per una letteratura che chieda di più (Vittorini e il Sessantotto);Savona: storia e natura;"
"Bonaparte Napoleone III","3","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;I ritratti del Duce;Un romanzo dentro un quadro;La Colonna Traiana raccontata;"
"Bonaviri Giuseppe","2","Notti sull'altura di Giuseppe Bonaviri;"
"Eoni Enrico","1","Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;"
"Bonsanti Alessandro","1","Inchiesta;"
"Massimo","9","Tre correnti del romanzo italiano d'oggi;3. Esattezza;Ricordo di Emilio Cecchi;L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;Mancata fortuna del romanzo italiano;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Un'antologia di racconti «neri»;La «Biblioteca romantica» Mondadori;"
"Bonvesin de la Riva","1","La città pensata: la misura degli spazi;"
"Booth Wayne","1","Vittorini: progettazione e letteratura;Amica ironia di Guido Almansi;"
"Bordaberry Arocena Juan Maria","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Onetti arrestato a Montevideo;"
"Borges Jorge Luis","39","La sfida al labirinto;Il compagno;Filosofia e letteratura;Su Pasolini: una risposta a Moravia;Luis Butiuel;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Definizioni di territori: l'erotico (Il sesso e il riso);I classici al Motel;Natura e storia nel romanzo;I livelli della realtà in letteratura;Il viandante nella mappa;Tre correnti del romanzo italiano d'oggi;2. Rapidità;3. Esattezza;5. Molteplicità;Appendice: Cominciare e finire;Ricordo di Emilio Cecchi;Fruttero & Lucentini, Il palio delle contrade morte;L'esattezza e il caso (per Tommaso Landolfi);Eugenio Montale, Forse un mattino andando;L'antitesi operaia;Jorge Luis Borges;Perec, La vita istruzioni per l'uso;Non darò più fiato alle trombe;Junichiro Tanizaki, Libro d'ombra;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Vittorini: progettazione e letteratura;Mimi siciliani di Francesco Lanza;Racconti fantastici dell'Ottocento;11 fantastico nella letteratura italiana;Un'antologia di racconti «neri»;Furti ad arte (conversazione con Tullio Pericoli);Diario dell'ultimo venuto;Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;"
"Borgese Giuseppe Antonio","9","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Boron Robert de","1","Vittorini: progettazione e letteratura;I cavalieri del Graal;"
"Borsi Franco","1","Per una letteratura che chieda di più (Vittorini e il Sessantotto);Il terzo lato è il mare (Genova, Piazza Caricamento);"
"Borzage Frank","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Bosch Hieronymus","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"Bosco Umberto","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Il dialetto;"
"Bosis Lauro de","1","Vittorini: progettazione e letteratura;La «Biblioteca romantica» Mondadori;"
"BotteÃÅroJean","2","Natura e storia nel romanzo;Prima dell'alfabeto;Per chi si scrive? (Lo scaffale ipotetico);Carlo Ginzburg, Spie: radici di un paradigma indiziario;"
"Botticelli Sandro","2","Filosofia e letteratura;Tra i pioppi della risaia la «cinecittà» delle mondine;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Togliatti e De Gasperi;"
"BoulleÃÅe Etienne-Louis","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;"
"Bourguiba (Bu Rqiba al-Habib)","1","Cartoline dall'America;"
"Bovero Clara","1","L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Bradbury Ray","1","Un deserto in più;"
"Bragaglia Anton Giulio","1","Vittorini: progettazione e letteratura;Un progetto di rivista;"
"BrahmsJohannes","1","L'antitesi operaia;Marianne Moore;"
"Brancati Vitaliano","3","L'italiano, una lingua tra le altre lingue;La letteratura italiana sulla Resistenza;Vittorini: progettazione e letteratura;Letteratura e potere (su un saggio di Alberto Asor Rosa);Filosofia e letteratura;La paura di sbagliare;"
"Brando Marlon","1","La sfida al labirinto;Luigi Davì, l'operaio che scrive racconti;"
"Brass Tinto","1","II romanzo come spettacolo;Venezia: archetipo e utopia della città acquatica;"
"Braun Harald","1","Filosofia e letteratura;Glí amori difficili dei romanzi coi film;"
"Bravo Gian Luigi","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Brecht Bertolt","16","Natura e storia nel romanzo;Prima dell'alfabeto;La sfida al labirinto;Il compagno;Filosofia e letteratura;Le amiche e Pavese (lettera aperta a Michelangelo Antonioni);Quattro domande sul cinema italiano;Due interviste su scienza e letteratura;La questione morale;Per Fourier: 2. L'ordinatore dei desideri;La mia città è New York;I livelli della realtà in letteratura;Dialogo di due scrittori in crisi;Denis Diderot, Jacques le fataliste;Lettera a Pratolini sul Metello;L'antitesi operaia;Brecht;L'italiano, una lingua tra le altre lingue;Le sorti del romanzo;Questioni sul realismo;Vittorini: progettazione e letteratura;La «Einaudi Biblioteca Giovani»;Sciolti dal «giuramento»;Ricordo di Franco Antonicelli;"
"Brentano Bettina","1","L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Brentano Clemens","1","L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;"
"Breton AndreÃÅ","17","L'antitesi operaia;Bachtin;Vittorini: progettazione e letteratura;Furti ad arte (conversazione con Tullio Pericoli);Perché leggere i classici;Filosofia e letteratura;Luis Butiuel;Per Fourier: 1. La società amorosa;Autobiografia politica giovanile;Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;Bibliografia della critica;Cecchi in Messico;Biffures di Michel Leiris;Omaggio a Octavio Paz;La filosofia di Raymond Queneau;Perché scrivete?;"
"Breznev Leonid Il'ic","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Turbare l'universo di Freeman Dyson;"
"Bridges Harry","1","Il mondo alla rovescia;Cartoline dall'America;"
"Brillat Savarin Anthelme","2","Per Fourier: 1. La società amorosa;Le virtù sorridenti (per Ada Gobetti);Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Descrizioni e reportages;"
"Brilli Attilio","3","Dialogo di due scrittori in crisi;Washington Irving;I cinque tavoli di Stevenson;"
"Brisbane Albert","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Situazione 1978;"
"Bronzino (Agnolo Allori)","1","La squadratura (per Giulio Paolini);"
"Brown Norman Oliver","1","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Indice dei nomi;"
"Browne H.K. (detto Phiz)","1","II romanzo come spettacolo;Venezia: archetipo e utopia della città acquatica;"
"Bruegel Peter il Vecchio","2","L'antilingua;Le fiabe del focolare di Jacob e Wilhelm Grimm;Vittorini: progettazione e letteratura;Castelli di delizie e castelli del terrore;"
"Bruno Giordano","8","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;3. Esattezza;4. Visibilità;Cyrano sulla Luna;L'antitesi operaia;Omaggio a Octavio Paz;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Bruto Marco Giunio","1","Due interviste su scienza e letteratura;Le cose mai uscite da quella prigione;"
"Budda","3","Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Il mare dell'oggettività;ll tempio di legno;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Grassi e magri;"
"Buffon George Louis Ledere- conte di","1","Vittorini: progettazione e letteratura;Perché leggere i classici;"
"Buget A.M.","1","Vittorini: progettazione e letteratura;La tradizione popolare nelle fiabe;"
"Bukowskij Vladimir","1","Due interviste su scienza e letteratura;11 paese non può attendere;"
"Buiiuel Luis","6","Filosofia e letteratura;Glí amori difficili dei romanzi coi film;Luis Butiuel;"
"BunyanJohn","1","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Buonarroti Michelangelo","11","Natura e storia nel romanzo;La penna in prima persona (Per i disegni di Saul Steinberg);Le effimere nella fortezza;La città scritta: epigrafi e graffiti;Tre correnti del romanzo italiano d'oggi;4. Visibilità;Film e romanzo;Per chi si scrive? (Lo scaffale ipotetico);Palomar e Michelangelo;La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;Per Fourier: 2. L'ordinatore dei desideri;Album di francobolli;"
"Burke Peter","1","Natura e storia nel romanzo;Il patrimonio dei draghi;"
"Burland Cottie Arthur","3","Per chi si scrive? (Lo scaffale ipotetico);Montezuma e Cortés;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;Fauste nozze;"
"Burri Alberto","1","La sfida al labirinto;"
"Burroughs Edgar Rice","2","Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Burton Robert","1","La sfida al labirinto;Notizia su Giorgio Manganelli;"
"Burzio Filippo","4","L'italiano, una lingua tra le altre lingue;Umanesimo e marxismo;"
"Butor Michel","14","Natura e storia nel romanzo;La Colonna Traiana raccontata;Il mare dell'oggettività;La spada e le foglie;La sfida al labirinto;Il compagno;Vittorini: progettazione e letteratura;Un'antologia di racconti «neri»;Filosofia e letteratura;Quattro domande sul cinema italiano;Per Fourier: 2. L'ordinatore dei desideri;Lezioni americane;L'antitesi operaia;Perec, La vita istruzioni per l'uso;L'italiano, una lingua tra le altre lingue;Risposte a 9 domande sul romanzo;Perché leggere i classici;II romanzo come spettacolo;Palomar nel Massachusetts;"
"Buttitta Antonino","1","La sfida al labirinto;Luigi Malerba, Le parole abbandonate;"
"Buzzati Dino","9","Tre correnti del romanzo italiano d'oggi;5. Molteplicità;Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;Dino Buzzati;La sfida al labirinto;Primo Levi, La ricerca delle radici;Vittorini: progettazione e letteratura;11 fantastico nella letteratura italiana;Un'antologia di racconti «neri»;"
"Byron George Gordon","2","L'isola del tesoro ha il suo segreto;Definizioni di territori: il comico;Una mostra di William Turner;"
"Cabet EÃÅtienne","3","Natura e storia nel romanzo;Per Fourier: 2. L'ordinatore dei desideri;Le età dell'uomo;Per Fourier: 3. Commiato. L'utopia pulviscolare;Il mare dell'oggettività;L'arcipelago dei luoghi immaginari;"
"Cacama","1","Per chi si scrive? (Lo scaffale ipotetico);Montezuma e Cortés;"
"CainJames Mallahan","1","Filosofia e letteratura;Glí amori difficili dei romanzi coi film;"
"Cajkovskij Petr Il'ic","1","La letteratura come proiezione del desiderio (Per l'Anatomia della critica di Northrop Frye);Taccuino di viaggio nell'Unione Sovietica;"
"Cajumi Arrigo","1","II romanzo come spettacolo;Palomar nel Massachusetts;"
"Calamandrei Franco","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Celeste Negarville;"
"Calarne Alain","1","Non darò più fiato alle trombe;Queneau e I fiori blu;"
"Calasso Giovanna","1","Dialogo di due scrittori in crisi;Le sette principesse di Nezami;"
"Calasso Roberto","8","il dottor Jekyll tradotto da Fruttero & Lucentini;Roberto Calasso, La rovina di Kasch;"
"Calder6n de la Barca Pedro","1","Non darò più fiato alle trombe;Queneau e I fiori blu;"
"Caldwell Erskine","4","La sfida al labirinto;Luigi Davì, l'operaio che scrive racconti;Pavese in tre libri;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Cocteau angelico, Caldwell moralista, Da Eschilo a García Lorca;"
"CallejaJoseph","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Callois Roger","3","L'antitesi operaia;La filosofia di Raymond Queneau;Vittorini: progettazione e letteratura;Racconti fantastici dell'Ottocento;11 fantastico nella letteratura italiana;"
"Calosso Umberto","2","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Fato antico e fato moderno di Giorgio de Santillana;"
"Calza Gian Carlo","2","Non darò più fiato alle trombe;Junichiro Tanizaki, Libro d'ombra;"
"Calzecchi Onesti Rosa","1","Natura e storia nel romanzo;II maiale e l'archeologo;"
"CamoÃÄesLuis.Vazde","1","11 taciturno ciarliero (per Giorgio Caproni);"
"Camon Ferdinando","17","Per Fourier: 1. La società amorosa;Colloquio con Ferdinando Camon;Per Fourier: 2. L'ordinatore dei desideri;"
"Campanella Tommaso","7","Natura e storia nel romanzo;Per Fourier: 3. Commiato. L'utopia pulviscolare;Tre correnti del romanzo italiano d'oggi;1. Leggerezza;Cyrano sulla Luna;Dialogo di due scrittori in crisi;Il libro della natura in Galileo;La sfida al labirinto;Notizia su Giorgio Manganelli;Vittorini: progettazione e letteratura;Il libro, i libri;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Pietro Redondi, Galileo eretico;"
